ID,Age,Income,Sex,Marital status,Education,Occupation,Settlement size,Segment,SegmentLabel
100001619,36,105519,0,0,1,1,0,1,fewer-opportunities
100001620,40,86649,1,1,1,0,0,3,standard
100001621,31,76384,1,0,0,0,0,1,fewer-opportunities
100001622,27,67136,0,1,1,0,0,3,standard
100001623,35,93155,1,1,1,0,0,3,standard
100001624,51,124183,0,0,1,0,0,1,fewer-opportunities
100001625,26,64860,1,0,0,0,0,1,fewer-opportunities
100001626,33,87232,0,0,1,0,0,1,fewer-opportunities
100001627,27,92304,1,1,1,0,0,3,standard
100001628,38,84254,0,0,1,0,0,1,fewer-opportunities
100001629,30,106696,1,0,0,1,0,1,fewer-opportunities
100001630,28,113212,0,0,0,1,0,1,fewer-opportunities
100001631,23,71076,0,0,0,0,0,1,fewer-opportunities
100001632,23,114270,1,1,1,0,0,3,standard
100001633,26,125538,1,1,1,1,0,3,standard
100001634,21,92442,1,1,1,0,0,3,standard
100001635,36,75297,1,0,1,0,0,1,fewer-opportunities
100001636,24,65707,1,1,1,0,0,3,standard
100001637,41,120387,0,0,1,1,0,1,fewer-opportunities
100001638,42,120946,0,0,1,1,0,1,fewer-opportunities
100001639,27,73265,0,0,0,0,0,1,fewer-opportunities
100001640,40,77481,0,1,1,0,0,1,fewer-opportunities
100001641,34,91282,1,1,1,0,0,3,standard
100001642,40,104405,0,0,1,0,0,1,fewer-opportunities
100001643,33,99646,0,0,1,1,0,1,fewer-opportunities
100001644,49,97791,1,0,1,0,0,1,fewer-opportunities
100001645,28,81878,0,0,0,0,0,1,fewer-opportunities
100001646,26,107908,1,1,1,1,0,3,standard
100001647,40,98608,1,0,1,0,0,1,fewer-opportunities
100001648,47,95228,0,0,1,0,0,1,fewer-opportunities
100001649,41,128163,1,1,1,1,0,3,standard
100001650,29,94325,1,1,1,0,0,3,standard
100001651,37,90815,1,1,1,0,0,3,standard
100001652,31,120719,0,0,0,1,0,1,fewer-opportunities
100001653,35,110159,0,0,1,1,0,1,fewer-opportunities
100001654,35,124490,0,0,1,1,0,1,fewer-opportunities
100001655,29,75161,1,1,1,0,0,3,standard
100001656,37,127206,1,0,1,1,0,1,fewer-opportunities
100001657,37,83660,0,0,1,0,0,1,fewer-opportunities
100001658,26,87400,1,1,1,0,0,3,standard
100001659,28,78942,1,1,1,0,0,3,standard
100001660,23,88452,1,1,1,0,0,3,standard
100001661,38,104128,0,0,1,1,0,1,fewer-opportunities
100001662,30,100313,1,1,1,1,0,3,standard
100001663,45,107387,1,0,1,1,0,1,fewer-opportunities
100001664,24,84355,0,0,0,0,0,1,fewer-opportunities
100001665,35,112723,1,0,1,1,0,1,fewer-opportunities
100001666,41,115892,1,1,1,1,0,3,standard
100001667,30,106597,0,1,1,1,0,3,standard
100001668,30,121327,1,1,1,1,0,3,standard
100001669,26,92559,1,1,1,0,0,3,standard
100001670,25,87537,1,1,1,0,0,3,standard
100001671,23,70569,1,1,1,0,0,3,standard
100001672,27,85294,1,1,1,0,0,3,standard
100001673,26,70905,1,0,0,0,0,1,fewer-opportunities
100001674,25,103716,0,0,0,0,0,1,fewer-opportunities
100001675,27,94947,0,1,1,1,0,3,standard
100001676,42,80116,1,0,1,0,0,1,fewer-opportunities
100001677,35,86492,0,0,1,0,0,1,fewer-opportunities
100001678,25,88672,1,1,1,0,0,3,standard
100001679,26,82984,1,1,1,0,0,3,standard
100001680,38,128100,0,0,1,1,0,1,fewer-opportunities
100001681,28,72869,1,0,0,0,0,1,fewer-opportunities
100001682,33,112227,0,1,1,1,0,3,standard
100001683,40,94674,1,0,1,0,0,1,fewer-opportunities
100001684,23,101003,1,1,1,1,0,3,standard
100001685,25,112924,1,0,0,1,0,1,fewer-opportunities
100001686,28,108645,1,0,0,0,0,1,fewer-opportunities
100001687,41,69415,0,0,1,0,0,1,fewer-opportunities
100001688,50,112204,1,0,1,0,0,1,fewer-opportunities
100001689,23,109700,1,1,1,1,0,3,standard
100001690,26,104484,1,1,1,1,0,3,standard
100001691,22,61239,1,1,1,0,0,3,standard
100001692,37,119602,0,0,1,0,0,1,fewer-opportunities
100001693,38,81014,1,0,1,0,0,1,fewer-opportunities
100001694,22,68165,1,1,1,0,0,3,standard
100001695,30,88652,1,0,0,0,0,1,fewer-opportunities
100001696,38,75705,0,0,1,0,0,1,fewer-opportunities
100001697,36,104189,1,1,1,1,0,3,standard
100001698,41,71603,0,0,1,0,0,1,fewer-opportunities
100001699,29,121914,1,1,1,1,0,3,standard
100001700,31,106637,1,1,1,1,0,3,standard
100001701,31,99800,1,0,0,1,0,1,fewer-opportunities
100001702,21,67629,1,0,0,0,0,1,fewer-opportunities
100001703,32,120354,0,0,0,1,0,1,fewer-opportunities
100001704,35,122110,1,1,1,1,0,3,standard
100001705,29,89170,0,0,0,0,0,1,fewer-opportunities
100001706,34,109195,1,0,1,1,0,1,fewer-opportunities
100001707,38,92392,1,0,1,0,0,1,fewer-opportunities
100001708,33,43805,1,1,1,0,0,3,standard
100001709,28,68389,1,1,1,0,0,3,standard
100001710,28,112521,1,1,1,1,0,3,standard
100001711,21,59255,0,0,0,0,0,1,fewer-opportunities
100001712,29,98612,1,1,1,0,0,3,standard
100001713,26,70649,1,1,1,0,0,3,standard
100001714,40,95228,1,0,1,0,0,1,fewer-opportunities
100001715,25,46865,1,0,0,0,0,1,fewer-opportunities
100001716,20,101688,0,1,1,1,0,3,standard
100001717,23,62618,1,1,1,0,0,3,standard
100001718,27,102531,1,0,0,1,0,1,fewer-opportunities
100001719,36,100737,1,0,1,1,0,1,fewer-opportunities
100001720,25,107321,1,1,1,1,0,3,standard
100001721,25,112879,1,1,1,0,0,3,standard
100001722,34,125372,1,1,1,0,0,3,standard
100001723,24,69419,1,0,0,0,0,1,fewer-opportunities
100001724,36,124759,1,0,1,1,0,1,fewer-opportunities
100001725,40,79076,1,0,1,0,0,1,fewer-opportunities
100001726,39,84779,0,0,1,0,0,1,fewer-opportunities
100001727,42,77393,1,0,1,0,0,1,fewer-opportunities
100001728,35,113187,0,0,1,0,0,1,fewer-opportunities
100001729,27,99100,1,1,1,1,0,3,standard
100001730,27,64954,0,0,0,0,0,1,fewer-opportunities
100001731,23,103244,1,1,1,1,0,3,standard
100001732,32,124975,1,1,1,1,0,3,standard
100001733,28,133582,0,1,1,1,0,3,standard
100001734,22,103519,0,0,0,1,0,1,fewer-opportunities
100001735,31,117813,0,0,0,1,0,1,fewer-opportunities
100001736,22,119902,1,1,1,1,0,3,standard
100001737,23,70783,0,0,0,0,0,1,fewer-opportunities
100001738,35,125470,1,1,1,0,0,3,standard
100001739,26,109782,1,1,1,0,0,3,standard
100001740,28,78322,1,1,1,0,0,3,standard
100001741,54,125517,0,0,1,1,0,1,fewer-opportunities
100001742,49,102463,1,0,1,0,0,1,fewer-opportunities
100001743,38,89309,1,0,1,0,0,1,fewer-opportunities
100001744,47,110287,1,0,1,1,0,1,fewer-opportunities
100001745,49,122391,1,0,1,0,0,1,fewer-opportunities
100001746,30,116399,1,1,1,1,0,3,standard
100001747,32,81907,1,0,0,0,0,1,fewer-opportunities
100001748,24,97909,1,1,1,0,0,3,standard
100001749,25,68051,1,0,0,0,0,1,fewer-opportunities
100001750,33,82414,0,0,1,0,0,1,fewer-opportunities
100001751,34,123089,1,1,1,1,0,3,standard
100001752,24,66537,1,1,1,0,0,3,standard
100001753,36,127926,1,0,1,0,0,1,fewer-opportunities
100001754,41,78963,1,0,1,0,0,1,fewer-opportunities
100001755,33,108694,0,1,1,1,0,3,standard
100001756,26,100892,1,1,1,1,0,3,standard
100001757,36,119560,1,0,1,1,0,1,fewer-opportunities
100001758,35,116176,1,0,1,0,0,1,fewer-opportunities
100001759,29,111854,0,0,0,1,0,1,fewer-opportunities
100001760,26,69831,1,1,1,0,0,3,standard
100001761,31,69375,0,0,0,0,0,1,fewer-opportunities
100001762,26,71310,0,1,1,0,0,3,standard
100001763,47,73913,0,0,1,0,0,1,fewer-opportunities
100001764,20,95492,0,1,1,1,0,3,standard
100001765,45,109329,0,0,1,0,0,1,fewer-opportunities
100001766,36,116027,0,0,1,1,0,1,fewer-opportunities
100001767,31,81987,0,1,1,0,0,3,standard
100001768,41,83481,1,0,1,0,0,1,fewer-opportunities
100001769,31,72361,1,0,0,0,0,1,fewer-opportunities
100001770,27,106625,1,1,1,0,0,3,standard
100001771,32,123707,1,1,1,1,0,3,standard
100001772,43,79353,1,0,1,0,0,1,fewer-opportunities
100001773,32,68347,1,0,0,0,0,1,fewer-opportunities
100001774,29,115832,1,1,1,1,0,3,standard
100001775,37,89946,0,0,1,0,0,1,fewer-opportunities
100001776,35,86319,1,0,1,0,0,1,fewer-opportunities
100001777,23,70963,1,1,1,0,0,3,standard
100001778,40,106120,0,0,1,1,0,1,fewer-opportunities
100001779,26,97856,1,1,1,1,0,3,standard
100001780,28,61824,0,0,0,0,0,1,fewer-opportunities
100001781,40,103907,1,1,1,1,0,3,standard
100001782,26,99953,1,1,1,0,0,3,standard
100001783,23,113413,1,1,1,1,0,3,standard
100001784,26,107091,0,0,0,0,0,1,fewer-opportunities
100001785,26,124783,0,0,0,1,0,1,fewer-opportunities
100001786,49,92281,1,0,1,0,0,1,fewer-opportunities
100001787,26,96219,1,1,1,1,0,3,standard
100001788,35,86221,1,0,1,0,0,1,fewer-opportunities
100001789,24,80962,1,1,1,0,0,3,standard
100001790,46,78754,1,0,1,0,0,1,fewer-opportunities
100001791,26,60026,0,0,0,0,0,1,fewer-opportunities
100001792,47,88157,0,0,1,0,0,1,fewer-opportunities
100001793,27,59881,0,0,0,0,0,1,fewer-opportunities
100001794,41,112818,0,1,1,1,0,3,standard
100001795,29,102250,1,1,1,1,0,3,standard
100001796,28,38980,1,1,1,0,0,3,standard
100001797,33,81807,1,1,1,0,0,3,standard
100001798,50,93148,1,0,1,0,0,1,fewer-opportunities
100001799,32,108032,1,1,1,1,0,3,standard
100001800,31,89335,0,1,1,0,0,3,standard
100001801,52,95639,0,0,1,0,0,1,fewer-opportunities
100001802,53,124902,0,0,1,1,0,1,fewer-opportunities
100001803,34,87801,1,1,1,0,0,3,standard
100001804,22,92538,1,1,1,1,0,3,standard
100001805,33,83687,0,1,1,0,0,3,standard
100001806,32,128310,0,0,0,1,0,1,fewer-opportunities
100001807,45,104754,1,0,1,0,0,1,fewer-opportunities
100001808,25,68222,0,1,1,0,0,3,standard
100001809,41,97006,1,1,1,0,0,3,standard
100001810,36,107372,1,0,1,0,0,1,fewer-opportunities
100001811,27,110511,1,1,1,1,0,3,standard
100001812,40,72193,0,0,1,0,0,1,fewer-opportunities
100001813,37,95972,1,0,1,0,0,1,fewer-opportunities
100001814,35,105556,0,0,1,0,0,1,fewer-opportunities
100001815,34,88701,0,0,1,0,0,1,fewer-opportunities
100001816,28,117710,1,0,0,1,0,1,fewer-opportunities
100001817,44,76057,1,0,1,0,0,1,fewer-opportunities
100001818,27,100392,0,1,1,1,0,3,standard
100001819,50,113308,1,0,1,1,0,1,fewer-opportunities
100001820,18,100924,1,1,1,1,0,3,standard
100001821,25,72188,1,0,0,0,0,1,fewer-opportunities
100001822,40,70431,1,1,1,0,0,3,standard
100001823,28,110103,0,1,1,1,0,3,standard
100001824,23,60825,1,1,1,0,0,3,standard
100001825,35,75100,1,1,1,0,0,3,standard
100001826,28,129327,1,1,1,1,0,3,standard
100001827,23,95541,1,0,0,1,0,1,fewer-opportunities
100001828,34,112777,0,1,1,1,0,3,standard
100001829,29,51496,1,1,1,0,0,3,standard
100001830,35,102781,1,0,1,1,0,1,fewer-opportunities
100001831,32,87494,1,1,1,0,0,3,standard
100001832,46,72728,1,0,1,0,0,1,fewer-opportunities
100001833,27,114775,1,1,1,1,0,3,standard
100001834,25,124359,1,1,1,1,0,3,standard
100001835,27,101620,1,1,1,0,0,3,standard
100001836,24,87964,1,1,1,0,0,3,standard
100001837,33,69523,1,0,0,0,0,1,fewer-opportunities
100001838,24,109486,1,1,1,1,0,3,standard
100001839,28,77206,1,0,0,0,0,1,fewer-opportunities
100001840,35,53608,1,0,1,0,0,1,fewer-opportunities
100001841,30,118677,1,1,1,1,0,3,standard
100001842,43,116512,0,0,1,1,0,1,fewer-opportunities
100001843,21,114756,0,1,1,0,0,3,standard
100001844,24,65852,1,1,1,0,0,3,standard
100001845,34,75626,0,0,1,0,0,1,fewer-opportunities
100001846,26,127455,1,1,1,1,0,3,standard
100001847,37,107073,0,0,1,1,0,1,fewer-opportunities
100001848,32,82196,1,1,1,0,0,3,standard
100001849,33,106741,1,1,1,0,0,3,standard
100001850,28,94518,0,1,1,1,0,3,standard
100001851,30,114430,1,1,1,1,0,3,standard
100001852,26,57165,1,1,1,0,0,3,standard
100001853,25,109610,1,0,0,0,0,1,fewer-opportunities
100001854,33,113619,0,0,0,1,0,1,fewer-opportunities
100001855,30,93854,1,1,1,1,0,3,standard
100001856,26,129022,1,1,1,1,0,3,standard
100001857,23,66804,0,1,1,0,0,3,standard
100001858,25,62689,0,1,1,0,0,3,standard
100001859,40,67619,1,0,1,0,0,1,fewer-opportunities
100001860,46,113495,0,0,1,0,0,1,fewer-opportunities
100001861,43,48632,1,1,1,0,0,3,standard
100001862,22,107394,1,1,1,0,0,3,standard
100001863,39,72385,0,1,1,0,0,1,fewer-opportunities
100001864,27,115934,1,1,1,0,0,3,standard
100001865,40,93183,0,0,1,0,0,1,fewer-opportunities
100001866,24,63506,0,0,0,0,0,1,fewer-opportunities
100001867,52,113619,1,0,1,1,0,1,fewer-opportunities
100001868,30,121399,1,1,1,0,0,3,standard
100001869,34,78281,1,1,1,0,0,3,standard
100001870,38,103926,1,0,1,1,0,1,fewer-opportunities
100001871,39,89097,0,1,1,0,0,1,fewer-opportunities
100001872,29,80852,1,0,0,0,0,1,fewer-opportunities
100001873,25,65207,0,1,1,0,0,3,standard
100001874,35,93495,1,1,1,0,0,3,standard
100001875,53,121970,0,0,1,0,0,1,fewer-opportunities
100001876,26,62027,0,0,0,0,0,1,fewer-opportunities
100001877,33,88602,0,0,1,0,0,1,fewer-opportunities
100001878,29,89914,0,1,1,0,0,3,standard
100001879,39,83342,0,0,1,0,0,1,fewer-opportunities
100001880,29,103439,0,0,0,1,0,1,fewer-opportunities
100001881,26,115451,0,0,0,1,0,1,fewer-opportunities
100001882,24,68250,0,0,0,0,0,1,fewer-opportunities
100001883,21,113630,1,1,1,0,0,3,standard
100001884,26,125880,1,1,1,1,0,3,standard
100001885,20,91177,1,1,1,0,0,3,standard
100001886,35,73266,1,0,1,0,0,1,fewer-opportunities
100001887,24,69021,1,1,1,0,0,3,standard
100001888,40,122593,1,0,1,1,0,1,fewer-opportunities
100001889,44,122180,1,0,1,1,0,1,fewer-opportunities
100001890,29,75160,0,0,0,0,0,1,fewer-opportunities
100001891,39,81973,1,1,1,0,0,3,standard
100001892,35,92194,1,1,1,0,0,3,standard
100001893,42,107380,0,0,1,0,0,1,fewer-opportunities
100001894,32,98023,1,0,1,1,0,1,fewer-opportunities
100001895,48,94868,0,0,1,0,0,1,fewer-opportunities
100001896,26,83442,0,0,0,0,0,1,fewer-opportunities
100001897,26,109887,1,1,1,1,0,3,standard
100001898,42,98876,0,0,1,0,0,1,fewer-opportunities
100001899,48,94962,0,0,1,0,0,1,fewer-opportunities
100001900,42,130740,1,1,1,1,0,3,standard
100001901,27,94095,1,1,1,0,0,3,standard
100001902,37,95071,1,1,1,0,0,3,standard
100001903,33,117308,0,0,0,1,0,1,fewer-opportunities
100001904,33,112093,0,0,1,1,0,1,fewer-opportunities
100001905,37,123893,1,0,1,1,0,1,fewer-opportunities
100001906,31,80189,1,1,1,0,0,3,standard
100001907,39,124089,0,0,1,1,0,1,fewer-opportunities
100001908,40,82673,1,0,1,0,0,1,fewer-opportunities
100001909,28,88858,1,1,1,0,0,3,standard
100001910,26,80540,1,1,1,0,0,3,standard
100001911,24,84228,1,1,1,0,0,3,standard
100001912,40,103963,0,0,1,1,0,1,fewer-opportunities
100001913,29,102397,1,1,1,1,0,3,standard
100001914,43,111563,0,0,1,1,0,1,fewer-opportunities
100001915,23,88260,0,0,0,0,0,1,fewer-opportunities
100001916,34,114767,1,0,1,1,0,1,fewer-opportunities
100001917,42,113275,1,1,1,1,0,3,standard
100001918,33,104755,1,1,1,1,0,3,standard
100001919,32,120525,1,1,1,1,0,3,standard
100001920,26,96082,1,1,1,0,0,3,standard
100001921,23,87227,1,1,1,0,0,3,standard
100001922,26,69333,1,1,1,0,0,3,standard
100001923,27,87777,1,1,1,0,0,3,standard
100001924,24,70978,0,0,0,0,0,1,fewer-opportunities
100001925,27,104196,0,0,0,0,0,1,fewer-opportunities
100001926,26,97551,1,1,1,1,0,3,standard
100001927,42,78979,1,0,1,0,0,1,fewer-opportunities
100001928,37,82500,1,0,1,0,0,1,fewer-opportunities
100001929,26,86306,1,1,1,0,0,3,standard
100001930,24,78762,1,1,1,0,0,3,standard
100001931,39,125543,1,0,1,1,0,1,fewer-opportunities
100001932,26,70336,0,0,0,0,0,1,fewer-opportunities
100001933,35,112975,0,1,1,1,0,3,standard
100001934,38,96681,0,0,1,0,0,1,fewer-opportunities
100001935,24,98922,1,1,1,1,0,3,standard
100001936,26,109250,1,0,0,1,0,1,fewer-opportunities
100001937,25,108960,0,0,0,0,0,1,fewer-opportunities
100001938,40,71302,0,0,1,0,0,1,fewer-opportunities
100001939,48,107757,1,0,1,0,0,1,fewer-opportunities
100001940,22,111600,1,1,1,1,0,3,standard
100001941,25,102974,1,1,1,1,0,3,standard
100001942,24,63442,0,1,1,0,0,3,standard
100001943,39,118913,0,0,1,0,0,1,fewer-opportunities
100001944,39,80987,0,0,1,0,0,1,fewer-opportunities
100001945,21,68790,1,1,1,0,0,3,standard
100001946,27,86462,1,0,0,0,0,1,fewer-opportunities
100001947,40,76881,0,0,1,0,0,1,fewer-opportunities
100001948,37,107409,1,1,1,1,0,3,standard
100001949,42,69114,1,0,1,0,0,1,fewer-opportunities
100001950,31,119167,1,1,1,1,0,3,standard
100001951,31,102018,1,1,1,1,0,3,standard
100001952,30,97680,0,0,0,1,0,1,fewer-opportunities
100001953,23,65062,1,0,0,0,0,1,fewer-opportunities
100001954,33,118144,0,0,0,1,0,1,fewer-opportunities
100001955,37,124548,1,1,1,1,0,3,standard
100001956,29,85637,1,0,0,0,0,1,fewer-opportunities
100001957,31,113108,1,0,1,1,0,1,fewer-opportunities
100001958,39,93554,0,0,1,0,0,1,fewer-opportunities
100001959,33,42516,1,1,1,0,0,3,standard
100001960,26,72429,0,1,1,0,0,3,standard
100001961,27,110154,1,1,1,1,0,3,standard
100001962,20,60965,1,0,0,0,0,1,fewer-opportunities
100001963,27,100618,1,1,1,0,0,3,standard
100001964,26,71021,1,1,1,0,0,3,standard
100001965,40,94189,0,0,1,0,0,1,fewer-opportunities
100001966,24,44742,0,0,0,0,0,1,fewer-opportunities
100001967,22,103201,1,1,1,1,0,3,standard
100001968,24,62335,1,1,1,0,0,3,standard
100001969,27,103787,1,0,0,1,0,1,fewer-opportunities
100001970,35,99401,0,0,1,1,0,1,fewer-opportunities
100001971,27,105197,0,1,1,1,0,3,standard
100001972,25,115566,1,1,1,0,0,3,standard
100001973,34,125843,1,1,1,0,0,3,standard
100001974,24,67936,1,0,0,0,0,1,fewer-opportunities
100001975,34,120863,1,0,1,1,0,1,fewer-opportunities
100001976,42,77317,0,0,1,0,0,1,fewer-opportunities
100001977,38,84653,1,0,1,0,0,1,fewer-opportunities
100001978,42,81606,0,0,1,0,0,1,fewer-opportunities
100001979,35,113380,1,0,1,0,0,1,fewer-opportunities
100001980,27,100644,1,1,1,1,0,3,standard
100001981,25,64037,0,0,0,0,0,1,fewer-opportunities
100001982,23,101350,1,1,1,1,0,3,standard
100001983,34,126334,1,1,1,1,0,3,standard
100001984,28,130877,1,1,1,1,0,3,standard
100001985,21,103470,0,0,0,1,0,1,fewer-opportunities
100001986,32,114588,1,0,0,1,0,1,fewer-opportunities
100001987,21,120682,1,1,1,1,0,3,standard
100001988,25,66628,0,0,0,0,0,1,fewer-opportunities
100001989,35,124447,1,1,1,0,0,3,standard
100001990,25,106567,1,1,1,0,0,3,standard
100001991,31,78758,1,1,1,0,0,3,standard
100001992,54,128537,0,0,1,1,0,1,fewer-opportunities
100001993,51,101074,1,0,1,0,0,1,fewer-opportunities
100001994,38,87670,1,0,1,0,0,1,fewer-opportunities
100001995,45,113414,0,0,1,1,0,1,fewer-opportunities
100001996,47,123525,1,0,1,0,0,1,fewer-opportunities
100001997,27,117744,1,1,1,1,0,3,standard
100001998,31,86400,0,0,0,0,0,1,fewer-opportunities
100001999,24,97968,1,1,1,0,0,3,standard
100002000,25,68416,0,0,0,0,0,1,fewer-opportunities
